start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,governorate_name,district_ID,district_name,type_area,fuel_prices,market_name_fuel,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,market_name_wash,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,market_name_exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_id,_uuid,_submission_time,_index
27/10/2018 16:17,27/10/2018 16:22,27/10/2018,ee.humanitarianresponse.info:Gn1kbJ9ZIBahbYEb,27/10/2018,????? ????,NFHD,NA,YE23,Sana'a,YE2312,Khwlan,Rural,yes,Wadi Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,Do_not_know,10,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,NA,yes,Wadi Mallaha Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,170,NA,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,620,NA,NA,YE23,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Wadi Mallaha - Bathar Assad,Cash,1,0,0,0,0,0,0,0,0,NA,2,Private,Pumping_Station_or_Borehole,no,2600,2,NA,3,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Grocery,785,NA,NA,39099588,5e38dc6f-e211-44a8-85a2-1c846c9419f6,27/10/2018 16:27,44
24/10/2018 5:58,24/10/2018 6:16,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Shawqi,NRC,NA,YE18,Al Hudaydah,YE1802,Alluheyah,Urban,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,675,NA,NA,yes,yes,NA,640,NA,NA,YE18,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,650,NA,NA,YE18,NA,5,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alluheyah,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2500,5,NA,10,no,NA,NA,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alkuraimi,730,NA,NA,38478958,b62040b4-ba9c-4812-8d87-35ac3476146b,24/10/2018 11:37,11
24/10/2018 6:17,24/10/2018 6:26,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Shawqi,NRC,NA,YE18,Al Hudaydah,YE1802,Alluheyah,Urban,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,NA,yes,yes,NA,620,NA,NA,YE18,9,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,650,NA,NA,YE18,Vendor,5,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,yes,Alluheyah,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,2500,8,NA,15,no,NA,NA,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,yes,Alnajm,730,NA,NA,38478961,1a5eb950-b9c4-479a-839f-5b7c82b59298,24/10/2018 11:37,12
24/10/2018 6:26,24/10/2018 6:52,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Shawqi,NRC,NA,YE18,Al Hudaydah,YE1802,Alluheyah,Urban,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,630,NA,NA,yes,yes,NA,600,NA,NA,NA,8,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Alluheyah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,650,NA,NA,YE18,Vendor,5,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alluheyah,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2500,4,NA,10,Do_not_know,NA,NA,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alnajm,740,NA,NA,38478963,290ccdeb-15ee-4dcc-a136-ba982e428ba5,24/10/2018 11:37,13
22/10/2018 11:47,24/10/2018 13:26,22/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,22/10/2018,Mohammed,NRC,NA,YE17,Hajjah,YE1715,Al Mahabishah,Urban,yes,Almadenah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,680,NA,NA,YE17,9,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,ALdodah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,200,NA,NA,yes,no,500,600,120,NA,yes,yes,NA,450,NA,NA,YE17,Vendor,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Aldodah,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,4500,8,NA,10,no,NA,NA,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Alkuraimi,735,NA,NA,38112824,4f16185a-1860-4a7b-b9d6-6e4aaaab53e9,22/10/2018 11:59,3
22/10/2018 8:21,22/10/2018 11:47,22/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,22/10/2018,Mohammed,NRC,NA,YE17,Hajjah,YE1715,Al Mahabishah,Urban,yes,Almadenah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,670,NA,NA,yes,yes,NA,650,NA,NA,YE17,10,Price_inflation Insecurity_and_instability Government_regulations,1,0,0,1,0,1,0,0,0,0,0,NA,yes,Almadenah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,180,NA,NA,yes,no,110,140,127.2727273,NA,yes,yes,NA,450,NA,NA,YE17,Vendor,6,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,yes,Almadenah,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,5000,6,NA,10,no,NA,NA,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Alnajm,740,NA,NA,38109329,a5ccc63e-50d2-4861-a956-105015aba2d6,22/10/2018 11:47,2
22/10/2018 5:37,22/10/2018 12:02,22/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,22/10/2018,Mohammed,NRC,NA,YE17,Hajjah,YE1715,Al Mahabishah,Urban,yes,Almadenah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,750,NA,NA,YE17,10,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,NA,yes,Almkhderah,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,200,NA,NA,yes,no,110,150,136.3636364,NA,yes,yes,NA,500,NA,NA,YE17,Vendor,6,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,yes,Almadenah,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,3500,5,NA,8,no,NA,NA,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Alnajm,740,NA,NA,38114089,6dfe607e-468f-4011-92bf-63d10cff3dd3,22/10/2018 12:02,4
23/10/2018 12:19,23/10/2018 12:28,23/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,23/10/2018,Mahdi,NRC,NA,YE18,Al Hudaydah,YE1806,Al Qanawis,Urban,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,620,NA,NA,YE18,10,Price_inflation Supply_shortage Government_regulations Transportation_issues,1,0,0,0,1,1,1,0,0,0,0,NA,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,150,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,700,NA,NA,YE18,Vendor,6,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,Alqanawis,Cash,1,0,0,0,0,0,0,0,0,NA,5,Public,Pumping_Station_or_Borehole,no,3000,10,NA,10,no,NA,NA,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations,1,0,0,1,1,1,0,0,0,0,0,yes,Alkuraimi,740,NA,NA,38416917,8d2f2a07-ee6d-4666-87fd-df951d36f613,24/10/2018 5:42,9
23/10/2018 9:43,23/10/2018 12:19,23/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,23/10/2018,Mahdi,NRC,NA,YE18,Al Hudaydah,YE1806,Al Qanawis,Urban,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,670,NA,NA,yes,yes,NA,635,NA,NA,YE18,10,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,NA,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,150,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,650,NA,NA,YE18,Vendor,6,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,yes,Alqanawis,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2500,8,NA,10,no,NA,NA,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,yes,Alnajm,740,NA,NA,38416910,a2e80ef6-af4d-4fcb-8dcc-158f3d1d053a,24/10/2018 5:42,8
24/10/2018 5:43,24/10/2018 5:58,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Mahdi,NRC,NA,YE18,Al Hudaydah,YE1806,Al Qanawis,Urban,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,670,NA,NA,YE18,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Alqanawis,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,200,100,NA,yes,yes,70,170,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,700,NA,NA,YE18,Vendor,4,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,yes,Alqanawis,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,3000,7,NA,10,no,NA,NA,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alnajm,738,NA,NA,38478955,5e3ec158-e10f-4a04-9db5-64b8dbb09f72,24/10/2018 11:37,10
24/10/2018 6:52,24/10/2018 8:18,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Abdoh,NRC,NA,YE17,Hajjah,YE1713,Qafl Shamer,Urban,yes,Qufl Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,600,NA,NA,yes,yes,NA,650,NA,NA,YE17,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,no,1.5,250,125,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,600,NA,NA,YE17,Vendor,4,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Shamr,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,NA,2800,9,NA,10,no,NA,NA,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Shamr,730,NA,NA,38478968,3b49b318-3bf2-4a80-80ab-14827aaec99a,24/10/2018 11:37,14
24/10/2018 8:18,24/10/2018 8:23,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Abdoh,NRC,NA,YE17,Hajjah,YE1713,Qafl Shamer,Urban,yes,Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,NA,yes,yes,NA,630,NA,NA,NA,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,no,1.5,250,125,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,130,NA,NA,yes,yes,NA,700,NA,NA,YE17,Vendor,4,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,shamr,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,3000,10,NA,10,Do_not_know,NA,NA,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Alnajm,730,NA,NA,38478978,7ebd0f92-bc11-4731-9447-d571bd2850d4,24/10/2018 11:37,15
24/10/2018 11:37,24/10/2018 11:54,24/10/2018,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,24/10/2018,Abdoh,NRC,NA,YE17,Hajjah,YE1713,Qafl Shamer,Urban,yes,Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,NA,yes,yes,NA,620,NA,NA,YE17,10,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,NA,yes,Shamr,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,no,20,150,75,NA,yes,yes,70,150,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,650,NA,NA,YE17,Vendor,8,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,yes,Shamr,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,3000,7,NA,10,no,NA,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Kuraimi,728,NA,NA,38483741,bf3d6fea-14d9-4e5f-bcc8-583aac12e1e7,24/10/2018 11:54,16
27/10/2018 20:03,29/10/2018 9:15,27/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,24/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2203,Monabbih,Rural,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,570,NA,NA,yes,yes,NA,600,NA,NA,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,150,NA,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,650,NA,NA,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1300,15,NA,25,yes,4500,9000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,750,NA,"There is no Chlorine-treated water station 
 
",39333592,e68c54f4-15b0-4d84-8db2-829f43863856,29/10/2018 9:49,135
27/10/2018 20:29,29/10/2018 9:19,27/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,24/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2203,Monabbih,Rural,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,560,NA,NA,YE22,8,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,180,NA,NA,yes,yes,NA,160,NA,NA,yes,yes,NA,600,NA,NA,YE22,Wholesaler,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1000,10,NA,20,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,750,NA,"There is no Chlorine-treated water station 
 
",39333602,5ae8bce7-f753-4f3d-8b18-aeba1f6b80ca,29/10/2018 9:49,136
27/10/2018 20:43,29/10/2018 9:21,27/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,24/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2203,Monabbih,Rural,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,580,NA,NA,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Al Sheikh,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,200,NA,NA,yes,yes,NA,200,NA,NA,yes,yes,NA,650,NA,NA,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1500,12,NA,30,yes,3000,6000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Sheikh,750,NA,"There is no Chlorine-treated water station 
 
",39333605,1db0b224-7365-424c-b56e-21b125e015ab,29/10/2018 9:49,137
27/10/2018 20:52,29/10/2018 9:22,27/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,23/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2204,Ghamr,Rural,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,570,NA,NA,YE22,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,200,NA,NA,yes,yes,NA,170,NA,NA,yes,yes,NA,550,NA,NA,YE22,Wholesaler,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1200,15,NA,30,yes,4500,9000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,750,NA,"There is no Chlorine-treated water station 
 
",39333611,abeb2ec4-f8ec-4bca-8c91-20372247a3aa,29/10/2018 9:49,138
27/10/2018 21:01,29/10/2018 9:30,28/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,23/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2204,Ghamr,Rural,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,580,NA,NA,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,180,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,600,NA,NA,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1000,13,NA,25,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,750,NA,"There is no Chlorine-treated water station 
 
",39333619,3bb7000b-07db-4e15-872b-5646bf5475b6,29/10/2018 9:49,139
28/10/2018 14:18,29/10/2018 9:32,28/10/2018,ee.humanitarianresponse.info:K3RYvHhMGmdDi3cR,23/10/2018,????,OCFD,NA,YE22,Sa'ada,YE2204,Ghamr,Rural,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,600,NA,NA,yes,yes,NA,600,NA,NA,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,NA,yes,Assalam,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,150,NA,NA,yes,yes,NA,130,NA,NA,yes,yes,NA,650,NA,NA,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1500,10,NA,20,yes,3500,7000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Assalam,750,NA,"There is no Chlorine-treated water station 
 
",39333633,995e7dc7-8e8e-4a35-9e49-5237870ff643,29/10/2018 9:49,140
