start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_version_,_id,_uuid,_submission_time,_validation_status,_index
2019-08-22T08:41:04.687+03:00,2019-08-22T08:50:30.041+03:00,8/22/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,8/21/2019,محمد,NFDHR,,YE14,YE1413,Radda rural Market 2,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,400,400,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability,1,1,1,1,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1450,5,,5,yes,5000,7500,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,yes,580,,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage,1,1,1,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65394268,175cf793-89e6-4655-8e59-9ff5442c2e1a,2019-08-22T05:50:39,,8
2019-08-28T19:13:05.892+03:00,2019-08-28T19:17:15.379+03:00,8/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,8/26/2019,عمر,TYF,,YE15,YE1512,Arrahedah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,480,480,,,yes,yes,,490,490,,,YE15,2,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations,1,0,0,1,1,1,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,180,,,yes,yes,,100,100,,,yes,yes,,250,250,,,yes,yes,,150,150,,,yes,no,8,550,688,,,YE15,Wholesaler,4,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Treatment_Station,yes,6500,1,,9,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,587,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66056119,17ea7071-dde0-442a-8824-f2dc29dbec02,2019-08-28T18:03:05,,85
2019-08-29T13:07:38.598+03:00,2019-08-29T13:23:13.858+03:00,8/29/2019,ee.humanitarianresponse.info:td8oQhgqiSYbVOtI,8/27/2019,محمد,TYF,,YE18,YE1824,"Zubaid, Central",Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,440,440,,,YE18,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,350,350,,,YE18,Wholesaler,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,yes,other,0,0,0,0,1,0,Lack of oil derivatives,,,,,,,,yes,no,yes,yes,no,no,Oil derivatives are only available in the black market,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66123311,d934b53d-a582-4496-b131-4b4c77cd01d1,2019-08-29T11:08:26,,108
2019-08-28T09:06:26.138+03:00,2019-08-28T09:14:17.946+03:00,8/28/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/25/2019,Aseel,SCI,,YE29,YE2915,Amran city,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,400,400,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,588,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65965608,18f3d59a-80dd-4b28-97cb-a790107039f5,2019-08-28T06:14:20,,35
2019-09-06T20:13:50.878+03:00,2019-09-06T20:20:10.009+03:00,9/6/2019,ee.humanitarianresponse.info:Hy3MrD9pyzhmdD0A,9/2/2019,Muaath,SI,,YE18,YE1820,Al  Khawkhah,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,420,420,,,yes,yes,,410,410,,,YE24,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,150,150,,,yes,yes,,400,400,,,YE18,Wholesaler,1,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,590,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,We found only one water truck driver when we conducted JMMI for August,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66962088,19e044fe-ef33-4cac-9443-c0c03641d140,2019-09-06T17:22:40,,157
2019-08-28T12:21:55.044+03:00,2019-08-28T12:47:22.951+03:00,8/28/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,8/22/2019,Khaldoon,SCI,,YE24,YE2408,Althaqafah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,no,,,,,,,YE24,1,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,590,,yes,dmg_infra_sorrounding move_restriction other,0,1,0,1,1,0,There was a conflict,electrical,0,1,0,0,0,,yes,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65984918,1fea92d8-081f-42a8-abfe-3e636a3da370,2019-08-28T09:47:31,,67
2019-09-01T20:15:33.551+03:00,2019-09-01T20:18:14.019+03:00,9/1/2019,ee.humanitarianresponse.info:rskzjc4d29iBN0nk,8/27/2019,أكرم,TYF,,YE11,YE1107,Mafraq Habeish,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66392304,21cac40a-c8f7-4dca-8ab6-dad00c138d95,2019-09-01T18:11:32,,132
2019-09-08T11:02:25.906+03:00,2019-09-08T15:25:35.908+03:00,9/8/2019,ee.humanitarianresponse.info:XUfgsn6ypzfXJ2Td,9/8/2019,سالم,DRC,,YE21,YE2114,Al-Goul Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,400,400,,,YE19,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,450,450,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3.5,Private,Pumping_Station_or_Borehole,no,2700,4,,7,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,605,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,67283520,22c9eb6c-2722-4b39-bf43-7d624443936d,2019-09-10T09:24:05,,167
2019-08-28T19:01:09.952+03:00,2019-08-28T19:26:32.437+03:00,8/28/2019,ee.humanitarianresponse.info:2bJa409xXQb36DYZ,8/28/2019,فتحية,TYF,,YE15,YE1508,Albairein,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,15,1650,83,,,no,,,,,,,yes,no,5760,7800,108,,,yes,no,4800,3400,71,,,yes,no,160,6900,431,,,YE24,Wholesaler,5,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,800,1,,20,yes,6000,8000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,no,,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66044980,231164e0-9d6a-40d9-ad87-b50bf558b445,2019-08-28T16:36:14,,82
2019-08-25T10:44:14.395+03:00,2019-08-25T11:06:16.366+03:00,8/25/2019,ee.humanitarianresponse.info:e5p3EAeYckSDEcW2,8/17/2019,ضيف,OCFD,,YE22,YE2205,Shaarah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,440,440,,,YE22,8,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,130,130,,,yes,yes,,700,700,,,YE22,Wholesaler,8,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,700,10,,30,yes,3000,6000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,580,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical,1,1,0,0,0,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65653966,23a432c4-5b40-497c-8db6-76bfeb39aa8a,2019-08-25T08:06:23,,12
2019-08-28T12:57:00.617+03:00,2019-08-28T13:07:25.369+03:00,8/28/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/23/2019,Khaldoon,SCI,,YE24,YE2408,Al Arish,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Do_not_know,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,electrical,0,1,0,0,0,,yes,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65987173,23c71e14-eb3e-4998-a332-8d37656b2d51,2019-08-28T10:07:30,,71
2019-08-28T09:14:18.687+03:00,2019-08-28T09:21:32.519+03:00,8/28/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/25/2019,Aseel,SCI,,YE29,YE2912,Ba'ar Ayad,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,590,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65968211,2425f88a-fa70-4587-95cb-0ac58aa54d2a,2019-08-28T06:45:25,,40
2019-08-28T11:54:38.689+03:00,2019-08-28T12:05:24.041+03:00,8/28/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,8/22/2019,Khaldoon,SCI,,YE24,YE2408,Althaqafah,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,589,,yes,dmg_infra_sorrounding move_restriction other,0,1,0,1,1,0,There was a conflict before Eid,electrical,0,1,0,0,0,,no,no,yes,no,no,no,This market does not have Fuel,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65981087,26ea4e33-8d07-49e6-860c-638149dc0604,2019-08-28T09:05:30,,2
2019-09-05T10:25:33.058+03:00,2019-09-05T10:35:00.888+03:00,9/5/2019,3.54904E+14,9/5/2019,Ali,ADRA,,YE17,YE1712,Shafar,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,5,Price_inflation Liquidity_shortage Insecurity_and_instability,1,1,0,1,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,90,90,,,yes,yes,,120,120,,,no,,,,,,,YE18,Wholesaler,3,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,594,,yes,move_restriction dmg_infra_sorrounding,0,1,0,1,0,0,,road electrical,1,1,0,0,0,,yes,yes,yes,yes,yes,yes,No,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66771469,2794dd09-c20e-4c56-924d-f241ec4bb3ce,2019-09-05T07:55:48,,148
2019-08-28T11:32:47.370+03:00,2019-08-28T11:37:52.289+03:00,8/28/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/21/2019,Mohammed,SCI,,YE25,YE2515,Sabir,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1000,2,,10,yes,6000,8000,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,yes,585,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65977593,279d8650-6f48-4ac5-9cbb-2d21ca359719,2019-08-28T08:37:55,,58
2019-08-22T13:50:01.511+03:00,2019-08-22T14:23:56.188+03:00,8/22/2019,ee.humanitarianresponse.info:vQDrSO7sNhMflnxB,8/22/2019,Jomman,OXFAM,,YE17,YE1704,Althluth,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,465,465,,,YE18,20,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,230,230,,,yes,yes,,135,135,,,yes,yes,,160,160,,,yes,yes,,650,650,,,YE18,Vendor,15,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Treatment_Station,yes,2600,25,,40,yes,4000,8000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,557,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65426952,2c8db12a-18a2-4523-b24a-b30571eb6d7e,2019-08-22T11:24:03,,4
2019-08-27T09:20:38.715+03:00,2019-08-27T09:31:34.485+03:00,8/27/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/22/2019,Na'amah,SCI,,YE15,YE1522,Ala'ain,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,500,,,yes,yes,,450,450,,,YE24,3,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65849749,2cca9c19-acc1-4f57-8445-da45effa137c,2019-08-27T06:31:38,,21
2019-08-28T11:37:53.429+03:00,2019-08-28T11:40:54.325+03:00,8/28/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,8/21/2019,Mohammed,SCI,,YE25,YE2515,Sabir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,425,,,yes,yes,,400,400,,,YE24,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65978071,2d51c58e-fe1f-48cc-b752-2965028679d0,2019-08-28T08:40:57,,60
2019-08-28T12:05:25.587+03:00,2019-08-28T12:21:53.416+03:00,8/28/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,8/22/2019,Khaldoon,SCI,,YE24,YE2408,Althaqafah,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Do_not_know,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,589,,yes,dmg_infra_sorrounding move_restriction other,0,1,0,1,1,0,There was a conflict before Eid,electrical,0,1,0,0,0,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65982669,322e73ad-555d-468b-a20a-8673dafc79c6,2019-08-28T09:22:01,,64
2019-08-28T20:00:21.848+03:00,2019-08-28T20:28:18.745+03:00,8/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,8/27/2019,عمر,TYF,,YE15,YE1520,Arramdah Market ,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE23,9,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,270,270,,,yes,yes,,150,150,,,yes,yes,,650,650,,,YE15,Wholesaler,4,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,3500,2,,9,no,,,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,,yes,558,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,66056164,33e25ee9-7cff-4d65-a71f-ad7000c121a6,2019-08-28T18:03:27,,93
2019-08-25T11:13:40.174+03:00,2019-08-25T11:20:51.935+03:00,8/25/2019,ee.humanitarianresponse.info:e5p3EAeYckSDEcW2,8/17/2019,ضيف,OCFD,,YE22,YE2205,Shaarah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,440,440,,,YE22,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,140,140,,,yes,yes,,700,700,,,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,950,15,,35,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,580,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical,1,1,0,0,0,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65654645,36cef9e0-1c87-4282-979e-814158b989eb,2019-08-25T08:20:58,,14
2019-08-22T13:43:54.144+03:00,2019-08-22T13:50:01.378+03:00,8/22/2019,ee.humanitarianresponse.info:vQDrSO7sNhMflnxB,8/22/2019,Jomman,OXFAM,,YE17,YE1704,shafer,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,yes,yes,,450,450,,,YE18,20,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,200,200,,,yes,yes,,130,130,,,yes,yes,,150,150,,,yes,yes,,650,650,,,YE18,Vendor,15,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Treatment_Station,yes,2300,15,,30,yes,3000,6000,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,557,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,yes,changing price frequently,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,65422261,37d89021-e178-42bc-8b88-a1ee7a8f77ff,2019-08-22T10:50:12,,3
