start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,other_water_comments,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,water_quantity_1cub_mtr,water_quantity_other_cub_mtr,price_cubic_meter,cost_cubic_meter,location_source,price_cubic_meter_normalized,price_cubic_meter_display,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_version_,_id,_uuid,_submission_time,_validation_status,_index
2019-09-29T09:02:06.851+03:00,2019-09-29T09:10:24.037+03:00,9/29/2019,ee.humanitarianresponse.info:dLEbM7BRDPRFgQ6V,9/28/2019,?????,TYF,,YE15,YE1508,Al Bairain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,1400,70,,,no,,,,,,,No pure water for drinking ,yes,no,5760,6700,93,,,yes,no,4800,3650,76,,,yes,no,160,6850,428,,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,no,5,5000,1000,5,,,20,yes,10000,12000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69564614,0ae83dbb-477c-4e90-a10b-3383ea848237,2019-09-29T18:53:29,,114
2019-09-28T21:01:14.100+03:00,2019-09-29T10:22:23.089+03:00,9/28/2019,ee.humanitarianresponse.info:GWFHmnabUuGi90K4,9/28/2019,Buya,NRC,,YE18,YE1802,Alluheya,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,900,900,,,yes,yes,,900,900,,,YE18,10,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,this district has cheap price of treated water because it is close to the sea,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Vendor,4,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,2,,,2,no,,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,588,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,prices of Petrol & Deisel are from the black Markets which the only place we found the Product in,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69506308,0b6a056e-3177-4ca3-a742-cee11765a806,2019-09-29T07:19:34,,51
2019-10-01T10:13:23.617+03:00,2019-10-01T10:19:33.835+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,43732,Abdallah,SCI,,YE13,YE1308,Hayel,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,no,,,,,,,YE18,4,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69728420,0cbe4419-2e6b-4c70-9507-01d21e01f498,2019-10-01T07:19:40,,159
2019-10-01T09:40:37.608+03:00,2019-10-01T09:47:34.162+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,43732,Abdallah,SCI,,YE13,YE1307,Al-Tahrir,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,100,100,,,none,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,550,550,,,YE23,Do_not_know,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,601,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69724808,0ce615a2-008e-4cee-89bb-e95fe095dcf0,2019-10-01T06:47:39,,155
2019-09-27T21:58:51.503+03:00,2019-09-29T10:20:07.134+03:00,9/27/2019,ee.humanitarianresponse.info:GWFHmnabUuGi90K4,9/27/2019,Abduh,NRC,,YE17,YE1713,Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,500,500,,,YE18,8,Price_inflation Liquidity_shortage Insecurity_and_instability Transportation_issues,1,1,0,1,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,non,yes,yes,,150,150,,,yes,no,500,500,100,,,yes,yes,,500,500,,,YE17,Vendor,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,2000,2000,7,,,10,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,590,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,these days Patrol & Diesel are not existing in makets except the balack market,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69506252,0e402e9a-f4a2-4452-8cae-e2c1967858f3,2019-09-29T07:17:15,,45
2019-10-01T12:24:06.971+03:00,2019-10-01T12:54:59.015+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/24/2019,Abdallah,SCI,,YE13,YE1307,Alqa'a,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,none,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,597,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69744728,0ee65ef8-dd1f-4534-8e18-d61a1c22f637,2019-10-01T09:55:07,,167
2019-09-30T17:09:03.363+03:00,2019-09-30T17:11:27.502+03:00,9/30/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Eyman,SCI,,YE15,YE1522,Ala'an,Rural,yes,Do_not_know,0,0,0,0,0,0,0,0,1,,no,,,,,,,no,,,,,,,Do_not_know,,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,610,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication other,1,1,1,1,1,everything had destroyed,no,no,yes,yes,no,no,none,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69654580,10a5a3a9-2d89-41b0-9625-85d7608f5e2a,2019-09-30T14:11:34,,146
2019-09-30T15:12:32.739+03:00,2019-09-30T15:19:59.838+03:00,9/30/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,9/21/2019,Abdullah,SCI,,YE17,YE1726,Alaman,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,,yes,yes,,150,150,,,yes,no,110,150,136,,,yes,yes,,500,500,,,YE18,Do_not_know,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,605,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69637498,3dc0cd75-6200-4666-9077-6ee4b19745b2,2019-09-30T12:20:14,,140
2019-09-29T08:53:28.272+03:00,2019-09-29T09:02:03.008+03:00,9/29/2019,ee.humanitarianresponse.info:dLEbM7BRDPRFgQ6V,9/28/2019,?????,TYF,,YE15,YE1508,Al Mafraq,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,200,200,,,,yes,yes,,170,170,,,yes,yes,,100,100,,,no,,,,,,,YE15,Wholesaler,1,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,no,7,5000,714,2,,,20,yes,8000,12000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69564607,116d4d23-b1df-445d-99ad-579a3b5b6954,2019-09-29T18:53:27,,113
2019-09-30T17:00:46.283+03:00,2019-09-30T17:06:28.006+03:00,9/30/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Eyman,SCI,,YE15,YE1522,Ala'an,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,425,425,,,YE25,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,no,no,no,no,none,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69653667,124ac639-0f9a-415c-b3e3-a65540693507,2019-09-30T14:06:34,,144
2019-09-29T19:55:40.360+03:00,2019-09-29T20:06:50.037+03:00,9/29/2019,ee.humanitarianresponse.info:zDFEQuTx6XmRCjpn,9/29/2019,Akram,TYF,,YE11,YE1107,Mafraq Hubaish,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,Not required very much,yes,yes,,150,150,,,yes,yes,,150,150,,,yes,yes,,500,500,,,YE11,Wholesaler,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69558516,14073f19-383c-4018-a40f-f3262e95447a,2019-09-29T17:07:31,,96
2019-09-29T00:35:05.461+03:00,2019-09-29T00:40:05.676+03:00,9/29/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/27/2019,???,TYF,,YE15,YE1512,Azzandani Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,Do_not_know,,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,yes,yes,,100,100,,,,yes,no,135,250,148,,,yes,yes,,150,150,,,yes,yes,,650,650,,,YE15,Wholesaler,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,2,,,8,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,603,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,congestion over petrol and diesel,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69514338,15c65f98-5d4f-47a0-bfd6-d28128a742b4,2019-09-29T09:41:37,,79
2019-09-28T21:51:09.977+03:00,2019-09-28T21:59:16.736+03:00,9/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/26/2019,???,TYF,,YE15,YE1512,Arrahedah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,yes,yes,,100,100,,,,yes,yes,,200,200,,,yes,yes,,150,150,,,yes,yes,,650,650,,,YE15,Wholesaler,2,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,2,,,9,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,600,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,Petrol and diesel are not available in the station,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69514320,189234cc-6e69-4295-8c08-d5a1c291b45c,2019-09-29T09:41:27,,68
2019-10-05T06:03:17.358+03:00,2019-10-05T06:08:28.434+03:00,10/5/2019,3.55E+14,9/29/2019,Adel,ADRA,,YE17,YE1726,Al-Amman Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,800,800,,,YE18,1,Price_inflation Transportation_issues Supply_shortage,1,0,0,0,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,600,600,,,YE18,Vendor,1,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,609,,yes,dmg_infra_market,1,0,0,0,0,0,,road electrical water communication,1,1,1,1,0,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,70167953,424747d8-9bdc-47f5-9c0b-8b35530bebde,2019-10-05T03:18:15,,191
2019-09-25T11:20:54.778+03:00,2019-09-25T11:37:21.161+03:00,9/25/2019,ee.humanitarianresponse.info:QdzZlx4faVRSgnUx,9/24/2019,Zaid,SI,,YE15,YE1514,Atturbah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,420,420,,,YE25,3,Insecurity_and_instability Supply_shortage Transportation_issues,0,0,0,1,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,none,yes,no,75,100,107,,,yes,yes,,80,80,,,yes,yes,,500,500,,,YE24,Wholesaler,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5.5,Private,Pumping_Station_or_Borehole,no,no,1,4000,4000,15,,,15,yes,1500,3000,Liquidity_issues Other_see_next_question,0,1,0,0,0,0,0,1,0,0,0, The project closes early (8 pm),yes,605,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road,1,0,0,0,0,,yes,yes,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69098832,1c8e22c9-fbb9-4d27-9aea-a114fcd55b87,2019-09-25T08:37:27,,28
2019-09-28T13:24:16.695+03:00,2019-09-28T13:52:22.497+03:00,9/28/2019,ee.humanitarianresponse.info:dLEbM7BRDPRFgQ6V,9/26/2019,?????,TYF,,YE15,YE1508,Al Mafraq,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,425,425,,,YE25,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,2700,135,,,no,,,,,,,Rain water is available,yes,no,5760,7200,100,,,yes,no,4800,3800,79,,,no,,,,,,,YE24,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road,1,0,0,0,0,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69564586,1d5fe428-7412-4e04-ab66-cf9a61767144,2019-09-29T18:53:17,,105
2019-09-22T08:36:13.426+03:00,2019-09-22T08:51:27.509+03:00,9/22/2019,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,9/22/2019,????,DRC,,YE21,YE2113,Ataq Market,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,400,400,,,YE19,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,150,150,,,Transportation issues,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,5.8,Public,Pumping_Station_or_Borehole,Do_not_know,yes,,1400,1400,13,,,22,yes,2500,5000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,612,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,68735103,1d89e77a-6f09-4ee0-abce-b93737d2198d,2019-09-22T05:51:36,,2
2019-10-01T16:14:33.657+03:00,2019-10-01T16:18:58.352+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Abdallah,SCI,,YE25,YE2515,Al-Fiush,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,none,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Other,7,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69775300,1ed19bc1-fbbf-4ca2-9b75-e99cb0a9de8c,2019-10-01T13:19:08,,174
2019-10-02T20:27:42.706+03:00,2019-10-02T20:33:08.175+03:00,10/2/2019,ee.humanitarianresponse.info:KO6sdEiXAE5z2jmI,9/25/2019,Muaath,SI,,YE18,YE1820,Al khokhah,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,420,420,,,YE24,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,no,,,,,,,,yes,yes,,130,130,,,yes,yes,,140,140,,,no,,,,,,,YE18,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,610,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69934699,224ed7d3-6263-4e57-8c43-161d2eeff70b,2019-10-02T17:35:40,,188
2019-09-19T10:30:02.616+03:00,2019-09-22T09:18:08.566+03:00,9/19/2019,ee.humanitarianresponse.info:vB0ZEyle8ctpgDOL,9/22/2019,Mert,DRC,,YE21,YE2114,AlGoul market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,390,390,,,YE19,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,no,2500,2250,90,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,605,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,68736154,227d0787-45b4-4588-8304-3ed586acc41e,2019-09-22T06:19:00,,4
2019-10-05T05:54:04.863+03:00,2019-10-05T06:09:23.339+03:00,10/5/2019,3.55E+14,9/29/2019,Majed,ADRA,,YE17,YE1728,Al-Atharah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,1100,1100,,,YE18,1,Price_inflation Transportation_issues Supply_shortage,1,0,0,0,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,200,200,,,,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Vendor,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,yes,dmg_infra_sorrounding other,0,1,0,0,1,0,Changing in Exchange Rates,road electrical water communication,1,1,1,1,0,,yes,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,70167951,2372be7a-5066-41f0-93ce-04e82cd135d2,2019-10-05T03:18:14,,190
