X.U.FEFF.X.U.FEFF.start_,end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,password_incorrect_001,foodcare_info,nficare_info,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_002,password_incorrect_003,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,X_uuid,X_submission_time,X_validation_status,X_index,X,X.1
2019-10-23T13:13:18.783+03:00,2019-10-28T09:28:27.318+03:00,2019-10-23,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-23,Ibraheem,NRC,,YE17,YE1715,AlMakhderah,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,10000,500,,,yes,no,20,12500,625,,,YE17,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,150,150,,,,yes,no,75,150,160,,,yes,yes,,500,500,,,yes,yes,,500,500,,,YE17,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,yes,yes,,6000,6000,6,,,6,yes,6000,7000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,570,,no,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72442314,ab4519b1-af3b-4edc-90d4-41b98dc9edaf,2019-10-27T17:54:20,,42,,
2019-10-24T12:57:42.502+03:00,2019-10-28T10:04:45.116+03:00,2019-10-24,ee.humanitarianresponse.info:107EndGBtHs998PQ,2019-10-20,buayih,NRC,,YE18,YE1802,Alluheyah,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,800,800,,,YE18,15,Price_inflation Insecurity_and_instability Supply_shortage Transportation_issues,1,0,0,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,150,150,,,,yes,yes,,160,160,,,yes,yes,,500,500,,,yes,yes,,500,500,,,YE18,Wholesaler,13,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Public,Pumping_Station_or_Borehole,yes,yes,,6000,6000,6,,,6,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,570,,no,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72442316,796fcaab-a929-44be-8891-15149bcccb13,2019-10-27T17:54:22,,43,,
2019-10-30T15:38:55.731+03:00,2019-10-30T15:44:41.897+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1305,Almaqaleh,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation Transportation_issues Supply_shortage,1,0,0,0,1,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,yes,yes,dmg_infra_market dmg_infra_sorrounding other,1,1,0,0,1,0,Changing in Exchange rates,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72544561,321e7f41-0ba3-4e48-9c9c-c15fda99c2bc,2019-10-28T16:16:53,,100,,
2019-10-30T14:39:54.963+03:00,2019-10-30T14:43:31.530+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1307,Altahrir,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,480,480,,,YE23,Do_not_know,2,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,yes,yes,dmg_infra_market dmg_infra_sorrounding other,1,1,0,0,1,0,Changes in exchange rates,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,no,no,No,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72544648,91e0b180-e4bb-4825-a655-fe2f9d890717,2019-10-28T16:18:09,,102,,
2019-10-30T09:15:16.003+03:00,2019-10-30T10:06:53.215+03:00,2019-10-30,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,2019-10-25,Gamal,SCI,,YE29,YE2915,Sooq Amran City,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,400,400,,,none,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,580,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72531480,353ec5be-cb1b-4188-b749-5b11ccaf368c,2019-10-28T14:52:43,,98,,
2019-10-30T15:00:23.185+03:00,2019-10-30T15:06:33.554+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1305,Bait Baws,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,100,100,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,450,450,,,YE23,Do_not_know,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,582,,no,,,,,,,,,,,,,,,,,,,,,,,No Comments,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72531484,7e81ffb4-a6c1-461d-950e-24f31d1aefcc,2019-10-28T14:52:46,,99,,
2019-10-30T15:18:12.328+03:00,2019-10-30T15:24:45.710+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1305,Bait Baws,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,,,,,,,,No Comments,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72544736,789ded66-d8e5-4552-a4c9-1d2a8120ea3f,2019-10-28T16:19:17,,103,,
2019-10-30T16:09:37.799+03:00,2019-10-30T16:12:22.229+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1307,Alqa'a,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,500,500,,,YE23,Do_not_know,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,585,,no,,,,,,,,,,,,,,,,,,,,,,,No,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72523201,d813664f-3144-4a30-862a-44992fea97dd,2019-10-28T13:58:03,,95,,
2019-10-30T16:19:44.710+03:00,2019-10-30T16:23:10.921+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-25,Abdullah,SCI,,YE13,YE1307,Alqa'a,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,480,480,,,YE23,Do_not_know,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,583,,no,,,,,,,,,,,,,,,,,,,,,,,No,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72523212,7628077f-4bb4-4d3c-9cfb-603445dcc41d,2019-10-28T13:58:07,,96,,
2019-10-30T10:42:47.233+03:00,2019-10-30T10:50:51.316+03:00,2019-10-30,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-10-21,Khaldon,SCI,,YE24,YE2402,Ataq,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,90,90,,,,yes,yes,,150,150,,,yes,no,200,170,85,,,yes,yes,,500,500,,,YE24,Do_not_know,2,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,yes,Credit,0,0,0,0,1,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,8500,8500,3,,,5,yes,10000,0,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,595,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878257,0c663b60-cc1f-49c7-8c00-fcd8d6fc2482,2019-10-22T10:06:40,,5,,
2019-10-28T17:46:50.635+03:00,2019-10-28T17:49:37.191+03:00,2019-10-28,354904080388114,2019-10-23,Ahmed,ADRA,,YE17,YE1718,Ataq,Rural,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,no,,,,,,,None,yes,yes,,150,150,,,yes,yes,,130,130,,,no,,,,,,,YE23,Vendor,1,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,no,yes,,10000,10000,4,,,5,yes,14000,16000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,598,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878304,e466d440-ceeb-4f94-8603-2480d06a00a1,2019-10-22T10:07:21,,8,,
2019-10-28T17:50:34.757+03:00,2019-10-28T17:52:23.763+03:00,2019-10-28,354904080388114,2019-10-23,Ahmed,ADRA,,YE17,YE1718,Ataq,Rural,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,130,130,,,no,,,,,,,YE23,Vendor,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,12,Private,Pumping_Station_or_Borehole,Do_not_know,yes,,12000,12000,3,,,39,yes,2000,8000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,599,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878309,8aeff212-2060-4154-abb8-cdabcec13f70,2019-10-22T10:07:28,,9,,
2019-10-28T18:51:40.446+03:00,2019-10-28T19:03:00.257+03:00,2019-10-28,354904080388114,2019-10-23,Ahmed,ADRA,,YE17,YE1718,Habban,Rural,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,220,220,,,,yes,yes,,140,140,,,yes,yes,,120,120,,,yes,yes,,550,550,,,YE23,Vendor,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,14000,14000,2,,,4,yes,15000,17000,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,yes,595,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878247,6b4de6ca-79db-4e6a-a368-754c40a2dd06,2019-10-22T10:06:37,,4,,
2019-10-28T18:15:26.576+03:00,2019-10-28T18:22:49.945+03:00,2019-10-28,354904080388114,2019-10-22,Majed,ADRA,,YE17,YE1726,Habban,Rural,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,250,250,,,,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,600,600,,,YE18,Vendor,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,yes,,12000,12000,5,,,10,yes,12000,20000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,598,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878262,b9d8d999-ed21-4298-acaf-ce4d2ce841a6,2019-10-22T10:06:44,,6,,
2019-10-28T18:41:19.587+03:00,2019-10-28T18:45:43.012+03:00,2019-10-28,354904080388114,2019-10-21,Majed,ADRA,,YE17,YE1726,Habban,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,750,750,,,YE18,1,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,270,270,,,,yes,yes,,130,130,,,yes,yes,,130,130,,,yes,yes,,550,550,,,YE18,Vendor,1,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,597,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,71878294,d11e83ed-d0d4-463b-880e-9a4ba1c492f6,2019-10-22T10:07:18,,7,,
2019-10-28T18:48:24.197+03:00,2019-10-28T18:51:13.055+03:00,2019-10-28,354904080388114,2019-10-22,Majed,ADRA,,YE17,YE1726,Rada'a Central Sooq,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,250,250,,,None,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,550,550,,,YE18,Vendor,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,6,,,9,yes,6000,9000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72596333,3ddce363-a4ea-4f92-8cc6-93c705a19a09,2019-10-29T07:12:46,,121,,
2019-10-28T16:43:44.744+03:00,2019-10-28T16:57:31.377+03:00,2019-10-28,354904080388114,2019-10-22,Khalil,ADRA,,YE17,YE1728,Rural  Rada'a Sooq 2,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,110,,,yes,yes,,200,200,,,None,yes,yes,,110,110,,,yes,yes,,120,120,,,yes,yes,,530,530,,,YE23,Vendor,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,5500,9000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72598025,82cb0328-d169-4a44-a164-b9e6081fe085,2019-10-29T07:26:47,,122,,
2019-10-28T16:49:17.836+03:00,2019-10-28T16:57:39.837+03:00,2019-10-28,354904080388114,2019-10-22,Khalil,ADRA,,YE17,YE1728,Sooq Rada'a 3,Urban,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,200,200,,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,550,550,,,YE23,Vendor,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1300,1300,5,,,7,yes,6000,9000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72598887,57a101d0-512c-4281-9adc-c7c8684ceeef,2019-10-29T07:33:06,,123,,
2019-10-28T16:52:24.214+03:00,2019-10-28T16:57:46.097+03:00,2019-10-28,354904080388114,2019-10-22,Khalil,ADRA,,YE17,YE1728,Saqayn Rural Sooq 1,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,750,750,,,YE18,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,200,200,,,None,yes,yes,,110,110,,,yes,yes,,120,120,,,yes,yes,,550,550,,,YE23,Vendor,1,Price_inflation Shortage_of_demand Supply_shortage Transportation_issues,1,0,1,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,1500,1500,4,,,7,yes,5500,9000,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72592836,a09d613a-d0d9-4898-8dcd-6760751744d4,2019-10-29T06:42:19,,118,,
2019-10-21T09:56:18.883+03:00,2019-10-22T11:16:31.659+03:00,2019-10-21,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2113,Saqayn Urban Sooq 2,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,410,410,,,YE19,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,2,150,750,,,No adequate control over treated water filling,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1650,1650,7,,,9,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72593530,576f1b2b-3f8a-4594-94cc-5e703f6c87fa,2019-10-29T06:49:42,,119,,
