X.U.FEFF.start_,end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_001,password_incorrect_002,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,_uuid,X_submission_time,X_validation_status,X_index,X,X.1
2019-12-01T07:48:35.007+03:00,2019-12-01T08:16:37.906+03:00,2019-12-01,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,11/23/2019,Ali,SCI,,YE23,YE2308,Alsalaf,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,130,130,,,none,yes,yes,,150,150,,,yes,no,110,200,182,,,yes,yes,,700,700,,,YE23,Do_not_know,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,575,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,76464365,218430b7-701f-41e9-bab8-4eb888c45760,2019-12-01T05:17:04,,194,,
2019-12-01T09:30:52.946+03:00,2019-12-01T09:55:51.921+03:00,2019-12-01,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,11/23/2019,Abdallah,SCI,,YE13,YE1305,Al Makalih,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,3,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,573,,yes,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,76469000,7c5de9e9-4f04-4726-ac72-bc1abdb5eccf,2019-12-01T06:58:28,,198,,
2019-12-01T09:09:27.241+03:00,2019-12-01T09:30:08.730+03:00,2019-12-01,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,11/23/2019,Abdallah,SCI,,YE13,YE1305,Bait Boos,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,yes,yes,,1000,1000,1,,,5,yes,11000,12000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,575,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,,,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,76467714,8cb3a305-ba6c-4f2b-b827-e6761149ee2a,2019-12-01T06:32:09,,197,,
2019-12-01T08:25:08.508+03:00,2019-12-01T08:33:34.759+03:00,2019-12-01,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,11/23/2019,Abdallah,SCI,,YE13,YE1305,Bait Boos,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price_inflation Shortage_of_demand Government_regulations,1,0,1,0,0,1,0,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,575,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,76465137,bc779784-280e-4e77-a6ea-2738ba38aee6,2019-12-01T05:34:43,,195,,
2019-12-01T10:35:50.823+03:00,2019-12-01T10:45:35.063+03:00,2019-12-01,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,11/24/2019,Abdallah,SCI,,YE13,YE1308,Altahreer,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,574,,yes,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,76473006,ef92a274-2340-435e-904f-8105e25312da,2019-12-01T07:46:22,,200,,
2019-11-26T10:59:45.796+03:00,2019-11-26T11:02:21.191+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,,,,,This market doesn't have fuel,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75740224,0849cfaa-3363-41d9-8a3c-4704aa4b04cd,2019-11-26T08:12:03,,8,,
2019-11-25T16:19:38.166+03:00,2019-11-25T16:21:21.909+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,,,,,Ther is no fuel in this market,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75629760,0a59b46b-042b-4523-9f59-b7538f370572,2019-11-25T13:22:05,,11,,
2019-11-25T16:12:19.698+03:00,2019-11-25T16:15:14.935+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical communication,1,1,0,1,0,,,,,,,,This market doesn't have WASH items,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75628340,0d865958-de7c-43e3-90b8-1d412a28ddda,2019-11-25T13:15:45,,12,,
2019-11-26T11:12:23.574+03:00,2019-11-26T11:28:23.501+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE24,Do_not_know,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75742522,143c4a84-5ab4-438c-bc4f-a2c5d6dda57e,2019-11-26T08:28:50,,153,,
2019-11-26T10:46:34.712+03:00,2019-11-26T10:50:56.611+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE15,Do_not_know,3,Insecurity_and_instability Government_regulations Transportation_issues,0,0,0,1,0,1,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road,1,0,0,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75737401,4d547595-3ff6-4e04-8e75-2b2645388d88,2019-11-26T07:51:15,,151,,
2019-11-25T16:21:56.022+03:00,2019-11-25T16:24:42.114+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Do_not_know,2,Government_regulations,0,0,0,0,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75630905,51ae2c76-f632-4e6f-b3bb-8dfaaea68d4c,2019-11-25T13:27:21,,132,,
2019-11-25T16:15:56.736+03:00,2019-11-25T16:19:00.617+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,25,Private,Pumping_Station_or_Borehole,Do_not_know,yes,,1500,1500,3,,,15,yes,15000,20000,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,,,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75629140,5ad24c41-1162-4d8d-93e7-ea92b3a28cc8,2019-11-25T13:19:19,,131,,
2019-11-26T10:28:53.029+03:00,2019-11-26T10:32:32.532+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,375,375,,,YE25,2,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical communication,1,1,0,1,0,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75734974,664ac933-1791-45d9-a54e-6c7df369b0c3,2019-11-26T07:33:15,,150,,
2019-11-25T16:27:12.363+03:00,2019-11-25T16:30:54.796+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,370,370,,,yes,yes,,380,380,,,YE25,2,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,yes,yes,,,,,It isn't a station .The fuel is in tanks,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75631894,8a15b748-7caa-48b6-8a14-5e28860b58e6,2019-11-25T13:31:12,,133,,
2019-11-26T10:52:54.935+03:00,2019-11-26T10:56:02.897+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,1500,1500,2,,,15,yes,3000,5000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road,1,0,0,0,0,,,,,,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75738545,9df1beea-89b3-4065-b247-820712593752,2019-11-26T08:00:16,,152,,
2019-11-26T10:33:06.620+03:00,2019-11-26T10:35:31.243+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical communication,1,1,0,1,0,,,,,,,,This market doesn't have WASH items,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75735400,a247f96f-9dc9-4b09-9386-ef0f87252f98,2019-11-26T07:36:17,,10,,
2019-11-25T16:30:55.855+03:00,2019-11-25T16:33:38.952+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashma,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Do_not_know,3,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75632758,b4515764-f5a5-4a13-99f8-2be681d8bc2c,2019-11-25T13:34:14,,134,,
2019-11-25T16:05:44.851+03:00,2019-11-25T16:12:18.624+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1521,Alnnashama,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,375,375,,,YE25,2,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical communication,1,1,0,1,0,,yes,yes,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75627737,dd5fc757-f053-461e-8dee-946949b81b20,2019-11-25T13:12:40,,130,,
2019-11-26T10:36:05.748+03:00,2019-11-26T10:39:12.601+03:00,2019-11-26,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-17,Eman,SCI,,YE15,YE1522,Alain,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,570,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road,1,0,0,0,0,,,,,,,,This market doesn't have fuel,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75736864,e021dc7b-5824-4f25-a18a-88e709dbf68e,2019-11-26T07:46:44,,9,,
2019-11-18T20:42:32.476+03:00,2019-11-19T09:13:47.127+03:00,2019-11-18,ee.humanitarianresponse.info:xmq2JFaioGKVTeIZ,2019-11-18,فارس,NFDHR,,YE23,YE2305,Matnah Central Market,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,420,420,,,Vendor_did_not_answer,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,74831898,084c41d8-5efb-4644-a7e5-9f08a1ea0a0a,2019-11-19T06:14:46,,26,,
2019-11-25T09:08:36.126+03:00,2019-11-25T09:13:05.260+03:00,2019-11-25,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-18,Khaldon,SCI,,YE24,YE2408,Althaqafa,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,70,70,,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Do_not_know,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,573,,yes,no,,,,,,,,,,,,,,,,,,yes,no,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75561977,0cb718ab-32ff-4de9-b215-5cdc3037de2d,2019-11-25T06:14:09,,111,,
2019-11-24T15:17:22.209+03:00,2019-11-24T15:26:55.610+03:00,2019-11-24,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-18,Khaldon,SCI,,YE24,YE2402,Masjed Alnoor,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,no,,,,,,,YE24,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,573,,yes,no,,,,,,,,,,,,,,,,yes,no,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75508225,0f28f83f-b8c0-4bec-a11a-87e5e1ab3d61,2019-11-24T12:27:15,,23,,
2019-11-24T15:26:56.692+03:00,2019-11-24T15:40:51.564+03:00,2019-11-24,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2019-11-18,Khaldon,SCI,,YE24,YE2402,Masjed Alnoor,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Do_not_know,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,573,,yes,no,,,,,,,,,,,,,,,,,,yes,no,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,75509813,0f32f716-0fe5-45e1-9058-a904c23fc69e,2019-11-24T12:41:26,,95,,
