start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,__version__,_id,_uuid,_submission_time,_index
12/17/2018 18:58,12/17/2018 19:01,12/17/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,12/17/2018,???,SDF,NA,YE13,YE1303,Al Marie shops for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,490,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43739902,0d8187dc-08cf-4ee5-8ecd-27e437199a42,12/17/2018 19:01,263
12/17/2018 18:51,12/17/2018 18:58,12/17/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,12/17/2018,???,SDF,NA,YE13,YE1303,Al Matri shops for food items,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,no,NA,NA,NA,NA,NA,yes,yes,125,100,NA,100,yes,yes,NA,90,NA,90,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,490,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43739777,f6bd8f8e-8b22-471a-9477-0f888656aa8a,12/17/2018 18:58,262
12/17/2018 19:27,12/17/2018 19:28,12/17/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,12/17/2018,???,SDF,NA,YE13,YE1303,Ibrahim Abu Al Ghaith water trucking,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,7,Private,Pumping_Station_or_Borehole,yes,1285,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,490,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43741017,3440237f-dc80-4978-8f48-db7f885b21ac,12/17/2018 19:28,2
12/17/2018 19:28,12/17/2018 19:31,12/17/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,12/17/2018,???,SDF,NA,YE13,YE1303,Mohammed Al mA'dani water trucking,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,1384,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,490,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43741071,08f841d7-66c9-4e71-b779-4efe38f78786,12/17/2018 19:31,272
12/17/2018 19:24,12/17/2018 19:27,12/17/2018,ee.humanitarianresponse.info:EeFsRTlzl1QjZcp8,12/17/2018,???,SDF,NA,YE13,YE1303,Mohammed Saleh Al Arwi water trucking,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,1333,2,NA,5,no,NA,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,490,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43740960,2a5fedf7-430c-41a9-a064-521884e8c970,12/17/2018 19:27,271
12/16/2018 22:48,12/16/2018 22:50,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Ahmed Ali,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,800,1,NA,1,no,NA,NA,Liquidity_shortage Government_regulations Transportation_issues,0,1,0,0,0,1,1,0,0,0,0,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653833,bfd1968b-97fc-40ff-a92b-1567b6054468,12/16/2018 22:50,141
12/16/2018 22:46,12/16/2018 22:48,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Al Bakari,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,125,120,NA,120,yes,yes,NA,90,NA,90,yes,yes,NA,500,NA,500,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653824,44497547-68a4-4920-8e5a-55c8fb2eeb96,12/16/2018 22:48,140
12/16/2018 22:30,12/16/2018 22:33,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Al Namouthageyah,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,125,120,NA,120,yes,yes,NA,90,NA,90,yes,yes,NA,450,NA,450,YE13,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653674,b4478787-1590-4173-9897-d760f03b4106,12/16/2018 22:33,134
12/16/2018 22:37,12/16/2018 22:39,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Awlad Al Haddad,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,125,100,NA,100,yes,yes,NA,80,NA,80,yes,yes,NA,500,NA,500,YE13,Wholesaler,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653778,de96105c-e141-47a5-9a02-457ace3e77ad,12/16/2018 22:39,136
12/16/2018 22:39,12/16/2018 22:41,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Shams shop,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,110,NA,110,yes,yes,NA,90,NA,90,yes,yes,125,120,NA,120,yes,yes,NA,100,NA,100,yes,yes,NA,550,NA,550,YE13,Wholesaler,1,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations,1,0,0,1,1,1,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653793,a862c07f-9866-433a-af27-ca7f256e3d6a,12/16/2018 22:42,137
12/16/2018 22:44,12/16/2018 22:46,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Al Wathan station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,no,NA,NA,NA,NA,NA,YE18,3,Insecurity_and_instability Government_regulations,0,0,0,1,0,1,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653819,44032ef7-4ac7-4644-9ce0-07f07423e47f,12/16/2018 22:46,139
12/16/2018 22:33,12/16/2018 22:37,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Abu Dhabi Station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,no,NA,NA,NA,NA,NA,YE18,6,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653724,2f4eba08-c6ba-4aab-abb5-d61dbb3e28b8,12/16/2018 22:37,135
12/16/2018 22:42,12/16/2018 22:44,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Thafer Shops for wholsales,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,125,100,NA,100,yes,yes,NA,80,NA,80,yes,yes,NA,400,NA,400,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653802,1d4247b7-1394-4ca6-8a3e-e7a13ae109c9,12/16/2018 22:44,138
12/16/2018 22:50,12/16/2018 22:51,12/17/2018,ee.humanitarianresponse.info:3AySLR00xk3YZk8x,12/17/2018,?????,SDF,NA,YE13,YE1304,Marwan Mohammed,Urban,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Treatment_Station,yes,1000,1,NA,1,no,NA,NA,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,no,NA,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43653844,01527710-9f7b-40ba-816e-9a13b60b9655,12/16/2018 22:52,142
12/15/2018 19:54,12/15/2018 20:04,12/15/2018,ee.humanitarianresponse.info:iFSl3WffATuyEAGa,12/13/2018,Arwa,CYF,NA,YE13,YE1305,Kholood Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,595,NA,595,yes,yes,NA,445,NA,445,YE13,2,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,80,150,NA,150,yes,yes,NA,120,NA,120,yes,yes,NA,470,NA,470,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,13,Private,Pumping_Station_or_Borehole,yes,1154,1,NA,10,yes,2000,3000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,510,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43593905,a333c37f-c158-4a9c-b597-f34074b5522f,12/15/2018 20:04,61
12/15/2018 19:35,12/15/2018 19:47,12/15/2018,ee.humanitarianresponse.info:iFSl3WffATuyEAGa,12/13/2018,Arwa,CYF,NA,YE13,YE1305,Masabi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,445,NA,445,YE13,2,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,80,120,NA,120,yes,yes,NA,120,NA,120,yes,yes,NA,470,NA,470,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,13,Private,Pumping_Station_or_Borehole,yes,1154,1,NA,10,yes,2000,3000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,510,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43593328,15a5db70-fa00-441f-a272-0cbf2bee8e2e,12/15/2018 19:47,59
12/15/2018 19:47,12/15/2018 19:53,12/15/2018,ee.humanitarianresponse.info:iFSl3WffATuyEAGa,12/13/2018,Arwa,CYF,NA,YE13,YE1305,Safara,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,445,NA,445,YE13,2,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,80,120,NA,120,yes,yes,NA,130,NA,130,yes,yes,NA,470,NA,470,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,13,Private,Pumping_Station_or_Borehole,yes,1154,1,NA,10,yes,2000,3000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,510,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43593524,7017d875-b9f1-4de1-a152-f9914a9a0fd6,12/15/2018 19:54,60
12/17/2018 14:59,12/17/2018 15:06,12/17/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,12/16/2018,Maewa,B4D,NA,YE13,YE1306,Al mukhtar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,450,NA,450,YE13,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,170,NA,170,no,NA,NA,NA,NA,NA,yes,yes,175,250,NA,250,yes,yes,NA,180,NA,180,yes,yes,NA,700,NA,700,YE13,Do_not_know,NA,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,28,Public,Pumping_Station_or_Borehole,no,450,3,NA,7,no,NA,NA,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,505,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43725371,6b0ece1e-951b-4bc3-bf81-a3d5996971ae,12/17/2018 15:06,243
12/17/2018 14:30,12/17/2018 14:51,12/17/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,12/16/2018,Marwa,B4D,NA,YE13,YE1306,Safer,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,445,NA,445,YE18,4,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,250,NA,250,yes,yes,175,200,NA,200,yes,yes,NA,150,NA,150,yes,yes,NA,800,NA,800,YE13,Wholesaler,6,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,18,Public,Pumping_Station_or_Borehole,Do_not_know,380,3,NA,5,no,NA,NA,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,505,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43723254,ff23a02a-0292-4a34-94d5-8496aace38c2,12/17/2018 14:51,241
12/17/2018 14:51,12/17/2018 14:59,12/17/2018,ee.humanitarianresponse.info:A8z8Esvrybd67afY,12/16/2018,Marwa,B4D,NA,YE13,YE1306,Sana'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,395,NA,395,yes,yes,NA,445,NA,445,YE18,NA,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,no,5,180,360,360,yes,yes,175,210,NA,210,yes,yes,NA,155,NA,155,yes,no,12,900,750,750,YE13,Wholesaler,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,18,Public,Pumping_Station_or_Borehole,Do_not_know,1800,NA,NA,6,yes,2000,4000,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,yes,505,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43724357,c9b9755b-2bfa-49f0-aa54-0455a421f79a,12/17/2018 14:59,242
12/17/2018 19:40,12/17/2018 19:50,12/17/2018,ee.humanitarianresponse.info:4ezFRDJdMyOSumH6,12/15/2018,????? ???? ??? ????,ROC,NA,YE13,YE1307,Al Zira'ah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,400,NA,400,yes,yes,NA,420,NA,420,YE26,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,160,NA,160,yes,yes,100,140,NA,140,yes,yes,NA,110,NA,110,yes,yes,NA,650,NA,650,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,2000,4,NA,1,yes,14000,17500,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,510,NA,NA,v2ZtbFxdMLUeS6K3smMjSx,43741647,9018d7e7-8d09-446a-b7fe-86bb6d34eec0,12/17/2018 19:51,276
