start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-05-28T23:55:05.509+03:00,2019-05-28T23:58:07.944+03:00,5/28/2019,ee.humanitarianresponse.info:hca95YVAmfvWPxka,5/27/2019,ابراهيم,TYF,,YE11,YE1107,Al Daleel,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,130,130,,,yes,no,5,250,500,,,yes,no,75,140,149,,,yes,no,110,120,109,,,yes,yes,,450,450,,,YE11,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,move_restriction other,0,0,0,1,1,0,Exchange Rate,,,,,,,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,56957835,3c10e528-4c6f-4c61-a097-720ea6895c8e,2019-05-28T20:58:17,,148
2019-05-28T23:28:01.037+03:00,2019-05-28T23:32:17.217+03:00,5/28/2019,ee.humanitarianresponse.info:hca95YVAmfvWPxka,5/27/2019,ابراهيم,TYF,,YE11,YE1107,Al Daleel,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1286,3,,15,yes,15000,0,Transportation_issues Other_see_next_question,0,0,0,0,0,0,1,1,0,0,0,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,The Price for water trucks for a distance of 5 km = 9000 Riyals,v2ZtbFxdMLUeS6K3smMjSx,56956476,42bca39e-96ca-44b7-8d92-ed3210cfc2b1,2019-05-28T20:32:26,,141
2019-05-30T14:24:49.480+03:00,2019-05-30T14:27:04.196+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/19/2019,Abdo,SCI,,YE15,YE1521,Alnemsha Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,375,375,,,YE24,5,Price_inflation Insecurity_and_instability Transportation_issues Other_see_next_question,1,0,0,1,0,0,1,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,yes,no,no,No exchange shops.,v2ZtbFxdMLUeS6K3smMjSx,57104154,0201ccd3-2afe-46b1-b3ed-a78676511efb,2019-05-30T11:27:13,,25
2019-05-28T23:58:09.544+03:00,2019-05-29T00:01:16.519+03:00,5/28/2019,ee.humanitarianresponse.info:hca95YVAmfvWPxka,5/27/2019,ابراهيم,TYF,,YE11,YE1107,Mafraq Habeesh,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,56957962,463791c6-9076-4672-8d59-ce1ae6ea7a9f,2019-05-28T21:01:25,,149
2019-05-27T22:21:25.953+03:00,2019-05-27T22:24:36.031+03:00,5/27/2019,ee.humanitarianresponse.info:4VvcCsiKlRCFr6xI,5/26/2019,محمد,TYF,,YE18,YE1824,Shabareeq,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,480,480,,,YE18,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,140,140,,,yes,yes,,400,400,,,YE18,Wholesaler,15,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,no,no,Price inflation led to the accumulation of goods and lack of deplation of stocks due to the inability of the people to buy.,v2ZtbFxdMLUeS6K3smMjSx,56831056,473ef08c-2343-4aaa-8881-9c50b6069d6c,2019-05-27T19:24:43,,131
2019-05-29T00:01:18.260+03:00,2019-05-29T00:06:20.744+03:00,5/29/2019,ee.humanitarianresponse.info:hca95YVAmfvWPxka,5/27/2019,ابراهيم,TYF,,YE11,YE1107,Mafrak Habeesh,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,56958165,4c7d5f06-74e7-4fc6-acd2-36b0de4fb968,2019-05-28T21:06:26,,150
2019-05-29T14:35:10.621+03:00,2019-05-29T14:44:01.260+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,no,The market doesn't provide water trucking services.,v2ZtbFxdMLUeS6K3smMjSx,57007322,02026f7d-bd98-4578-8754-75136f659902,2019-05-29T11:44:06,,179
2019-05-29T13:56:22.955+03:00,2019-05-29T13:57:55.243+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,yes,yes,,350,350,,,YE24,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57001039,03b7fe26-2602-45b7-8f74-3bc3238cb7e1,2019-05-29T10:57:57,,162
2019-05-30T14:18:43.748+03:00,2019-05-30T14:19:52.805+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/19/2019,Abdo,SCI,,YE15,YE1521,Alnemsha Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,533,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical,1,1,0,0,0,,no,no,yes,no,no,no,The market doesn't provide water trucking services.,v2ZtbFxdMLUeS6K3smMjSx,57103376,12e9db58-b83c-46ca-b057-8b9026558e36,2019-05-30T11:20:01,,29
2019-05-29T14:49:37.392+03:00,2019-05-29T14:57:53.737+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,no,,,,,,,YE24,2,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57009088,1b8139e6-255a-46ba-8f6f-b7c681a96e05,2019-05-29T11:57:58,,182
